anime_id,image_url
12189,https://cdn.myanimelist.net/images/anime/13/50521.jpg
731,https://cdn.myanimelist.net/images/anime/1618/146985.jpg
1530,https://cdn.myanimelist.net/images/anime/1362/128746.jpg
9656,https://cdn.myanimelist.net/images/anime/1311/121574.jpg
20507,https://cdn.myanimelist.net/images/anime/1886/128266.jpg
31149,https://cdn.myanimelist.net/images/anime/9/77828.jpg
4918,https://cdn.myanimelist.net/images/anime/12/25079.jpg
14075,https://cdn.myanimelist.net/images/anime/7/42453.jpg
4772,https://cdn.myanimelist.net/images/anime/11/15053.jpg
781,https://cdn.myanimelist.net/images/anime/1831/94317.jpg
1363,https://cdn.myanimelist.net/images/anime/1196/94319.jpg
223,https://cdn.myanimelist.net/images/anime/1887/92364.jpg
2004,https://cdn.myanimelist.net/images/anime/2/87319.jpg
25649,https://cdn.myanimelist.net/images/anime/2/74170.jpg
153,https://cdn.myanimelist.net/images/anime/6/50859.jpg
5029,https://cdn.myanimelist.net/images/anime/10/75221.jpg
302,https://cdn.myanimelist.net/images/anime/6/17529.jpg
8740,https://cdn.myanimelist.net/images/anime/1172/109469.jpg
5682,https://cdn.myanimelist.net/images/anime/8/22470.jpg
21647,https://cdn.myanimelist.net/images/anime/1417/91333.jpg
16049,https://cdn.myanimelist.net/images/anime/1429/152870.jpg
1065,https://cdn.myanimelist.net/images/anime/3/53087.jpg
18179,https://cdn.myanimelist.net/images/anime/5/53211.jpg
47,https://cdn.myanimelist.net/images/anime/1408/114012.jpg
4901,https://cdn.myanimelist.net/images/anime/8/75529.jpg
23199,https://cdn.myanimelist.net/images/anime/12/67743.jpg
32122,https://cdn.myanimelist.net/images/anime/1720/110926.jpg
30415,https://cdn.myanimelist.net/images/anime/8/76967.jpg
851,https://cdn.myanimelist.net/images/anime/1042/110294.jpg
10049,https://cdn.myanimelist.net/images/anime/5/77300.jpg
1943,https://cdn.myanimelist.net/images/anime/1929/93629.jpg
4053,https://cdn.myanimelist.net/images/anime/1142/133867.jpg
846,https://cdn.myanimelist.net/images/anime/5/75490.jpg
9926,https://cdn.myanimelist.net/images/anime/6/29763.jpg
31173,https://cdn.myanimelist.net/images/anime/12/77834.jpg
4059,https://cdn.myanimelist.net/images/anime/12/19620.jpg
589,https://cdn.myanimelist.net/images/anime/3/47461.jpg
15059,https://cdn.myanimelist.net/images/anime/1563/119898.jpg
7791,https://cdn.myanimelist.net/images/anime/12/76121.jpg
17265,https://cdn.myanimelist.net/images/anime/5/84004.jpg
20815,https://cdn.myanimelist.net/images/anime/5/55723.jpg
535,https://cdn.myanimelist.net/images/anime/1165/92536.jpg
2563,https://cdn.myanimelist.net/images/anime/11/77622.jpg
9963,https://cdn.myanimelist.net/images/anime/9/32035.jpg
32551,https://cdn.myanimelist.net/images/anime/4/82612.jpg
2951,https://cdn.myanimelist.net/images/anime/1897/139500.jpg
2762,https://cdn.myanimelist.net/images/anime/1526/151643.jpg
14713,https://cdn.myanimelist.net/images/anime/3/85429.jpg
14807,https://cdn.myanimelist.net/images/anime/6/56621.jpg
81,https://cdn.myanimelist.net/images/anime/9/75618.jpg
9204,https://cdn.myanimelist.net/images/anime/8/25517.jpg
31098,https://cdn.myanimelist.net/images/anime/1092/117404.jpg
1023,https://cdn.myanimelist.net/images/anime/1091/134883.jpg
33253,https://cdn.myanimelist.net/images/anime/12/81858.jpg
24921,https://cdn.myanimelist.net/images/anime/2/74665.jpg
1471,https://cdn.myanimelist.net/images/anime/1272/138953.jpg
27831,https://cdn.myanimelist.net/images/anime/8/74981.jpg
2924,https://cdn.myanimelist.net/images/anime/1246/107820.jpg
4672,https://cdn.myanimelist.net/images/anime/1797/152914.jpg
2448,https://cdn.myanimelist.net/images/anime/5/2829.jpg
3907,https://cdn.myanimelist.net/images/anime/6/30829.jpg
186,https://cdn.myanimelist.net/images/anime/8/12750.jpg
10080,https://cdn.myanimelist.net/images/anime/11/30030.jpg
30885,https://cdn.myanimelist.net/images/anime/11/77510.jpg
21469,https://cdn.myanimelist.net/images/anime/9/65571.jpg
